severity,affected_population,disaster_type,rainfall_mm,road_blockage_percent,medical_need_level,elderly_population,infrastructure_damage_level,rescue_team_availability,area_size_km2,hospital_distance_km,response_time_target_min,teams_required,ambulances_required,food_packets_required,medical_kits_required
10,4435,EARTHQUAKE,96.1,94.0,5,592,8,47,64.6,37.1,60,1142,55,11188,145
4,1333,LANDSLIDE,87.0,94.2,10,155,5,37,81.2,39.0,15,147,26,3372,63
3,3670,CYCLONE,247.5,86.1,8,185,10,12,44.3,8.9,45,335,47,9205,131
4,4891,LANDSLIDE,227.9,91.1,2,454,6,9,58.2,28.4,30,482,43,12268,150
3,1232,FLOOD,243.7,75.3,2,94,6,26,73.1,36.6,15,102,16,3110,45
9,1553,EARTHQUAKE,11.3,4.4,9,229,8,34,50.6,43.3,60,374,42,3972,70
6,1735,OTHER,222.0,70.5,6,318,6,12,24.1,27.2,15,190,22,4398,68
1,1664,FLOOD,83.4,30.2,7,297,10,37,32.4,23.6,45,65,15,4170,72
3,1730,OTHER,171.2,92.9,2,94,3,42,57.9,39.2,45,99,14,4355,56
1,767,FIRE,59.7,27.7,9,67,10,13,91.2,29.3,60,38,8,1928,50
2,1733,OTHER,178.0,9.3,2,136,1,41,15.5,8.4,30,60,13,4352,55
3,977,OTHER,277.2,96.0,7,140,3,4,12.0,38.8,15,61,16,2472,45
2,933,LANDSLIDE,120.8,13.0,3,54,10,47,3.7,7.7,45,73,12,2352,43
9,3595,EARTHQUAKE,59.4,62.3,4,206,10,13,43.4,17.5,15,845,42,9078,121
3,3740,OTHER,263.1,81.1,9,264,5,12,10.5,14.9,60,202,31,9380,130
9,1161,FIRE,258.0,57.6,6,286,3,39,29.0,7.3,30,202,27,2992,48
6,2876,OTHER,114.1,79.1,1,607,4,46,66.9,30.2,30,301,18,7250,88
10,4077,FLOOD,232.9,22.9,8,300,5,13,42.7,18.6,45,898,59,10292,137
9,3013,LANDSLIDE,92.1,92.4,4,660,5,5,88.9,39.1,15,655,36,7622,99
3,3957,FLOOD,126.7,36.2,3,577,9,32,28.2,9.2,15,284,32,9922,128
8,709,LANDSLIDE,127.9,59.1,7,67,3,19,53.3,47.3,15,146,28,1852,37
6,2626,FIRE,285.9,15.9,1,247,5,3,25.3,7.1,45,301,22,6625,82
7,4076,CYCLONE,274.3,64.0,6,548,5,40,7.0,22.7,45,784,58,10260,133
6,2345,LANDSLIDE,253.1,94.6,5,342,2,9,83.8,13.3,60,343,34,5922,79
1,915,FLOOD,166.5,76.9,9,68,4,2,80.7,37.1,60,37,13,2298,48
9,1892,FLOOD,134.8,27.6,2,279,7,34,4.7,1.6,15,390,22,4820,65
6,3678,FLOOD,44.4,3.0,2,900,1,30,8.9,25.9,60,481,29,9255,110
8,842,EARTHQUAKE,16.2,71.3,6,55,1,19,36.4,27.0,45,179,25,2185,37
8,2469,EARTHQUAKE,240.3,17.5,4,135,10,28,18.6,27.1,45,526,38,6252,89
8,3499,OTHER,128.8,25.4,1,318,9,1,33.7,50.0,30,486,22,8828,111
10,3307,EARTHQUAKE,246.8,91.9,8,775,7,26,44.0,8.3,45,857,62,8368,117
10,534,CYCLONE,72.2,13.8,8,28,1,18,40.6,21.9,45,147,39,1435,32
6,4837,FLOOD,226.5,79.5,1,674,8,43,47.0,45.8,15,656,39,12152,148
1,2161,CYCLONE,70.8,76.8,9,137,10,49,70.1,35.7,45,98,23,5412,90
10,34,FIRE,74.8,99.7,2,3,3,3,25.9,30.8,15,20,7,185,8
10,2448,OTHER,249.0,82.2,7,505,9,32,64.1,32.8,30,431,35,6220,93
8,4845,LANDSLIDE,205.5,81.4,7,826,5,7,41.4,19.7,15,926,59,12192,157
3,1781,LANDSLIDE,86.0,4.9,8,292,4,15,83.2,38.3,60,136,23,4482,71
3,1737,OTHER,206.7,51.5,10,293,10,37,91.2,49.8,60,110,20,4372,80
1,558,OTHER,246.8,26.4,7,122,3,2,21.8,3.5,60,17,9,1405,33
9,1415,FLOOD,26.7,5.5,3,257,1,41,80.4,31.8,15,279,19,3628,47
9,695,EARTHQUAKE,110.8,70.2,10,114,10,33,88.6,39.2,60,193,42,1828,50
3,927,FLOOD,292.8,96.3,9,139,10,19,92.8,25.9,15,95,22,2348,54
9,3278,FIRE,91.2,13.8,2,459,6,34,51.6,46.4,60,555,25,8285,104
9,3072,LANDSLIDE,279.8,53.9,1,652,5,35,5.2,24.2,60,664,32,7770,95
2,1483,EARTHQUAKE,114.1,8.5,10,193,2,11,51.3,25.5,45,81,22,3728,64
3,4924,OTHER,127.0,90.4,3,702,7,38,94.4,33.8,60,266,29,12340,154
1,2198,FLOOD,176.7,22.9,2,223,2,38,42.6,18.4,15,55,20,5505,69
8,4530,OTHER,74.4,48.8,9,732,6,47,38.0,6.2,60,619,42,11405,153
10,3271,EARTHQUAKE,87.9,4.5,10,769,5,40,37.9,27.8,45,833,65,8278,118
10,3526,FLOOD,79.7,51.2,3,221,1,10,56.3,6.0,30,771,35,8915,108
3,2922,CYCLONE,228.0,82.6,7,306,9,9,0.5,48.4,30,271,39,7335,106
5,4389,LANDSLIDE,159.8,50.2,10,255,7,9,98.5,20.4,30,536,53,11022,152
9,3656,CYCLONE,172.7,42.5,10,791,2,20,7.8,49.9,15,888,71,9230,126
10,2043,FIRE,198.4,98.7,3,510,4,46,41.0,12.4,60,391,24,5208,68
7,13,FIRE,56.0,24.9,5,1,9,7,40.4,39.2,15,23,11,102,19
3,2961,FIRE,225.1,49.6,5,221,2,28,32.1,2.5,30,171,25,7432,97
5,2251,FLOOD,236.3,41.6,2,324,8,48,7.0,26.3,45,268,24,5678,76
10,4419,CYCLONE,225.9,63.0,9,699,1,26,46.4,28.0,15,1188,79,11148,145
5,662,LANDSLIDE,81.3,51.7,2,137,6,40,18.9,20.3,60,99,10,1705,29
5,4482,LANDSLIDE,184.9,53.8,4,850,10,26,69.8,27.9,45,556,44,11255,146
9,3132,CYCLONE,93.7,89.3,2,361,10,17,97.9,40.4,15,793,35,7920,103
2,1026,CYCLONE,40.4,59.9,3,63,8,24,25.0,46.5,15,87,12,2585,43
6,938,FLOOD,142.3,42.2,1,89,10,35,75.4,28.2,60,152,12,2405,39
4,3460,FIRE,74.6,97.6,3,242,10,17,33.1,30.4,60,283,24,8690,115
8,72,FLOOD,7.4,65.6,10,7,3,20,53.3,29.4,30,26,27,260,25
1,2412,LANDSLIDE,299.6,68.2,5,499,9,40,43.8,25.4,15,88,27,6040,88
6,3580,FIRE,48.5,82.0,5,404,6,32,75.7,17.7,15,413,29,9010,118
10,3701,FIRE,230.4,96.5,4,763,10,2,42.8,12.9,45,708,36,9352,124
5,3323,LANDSLIDE,235.0,85.4,3,678,6,45,29.3,6.3,45,412,35,8358,107
10,4992,FIRE,68.7,5.4,7,409,3,8,17.9,15.4,60,922,48,12580,160
7,3928,OTHER,197.0,31.1,3,796,10,5,39.3,6.1,30,480,29,9890,128
5,828,FLOOD,111.8,97.2,9,176,5,35,79.8,32.3,15,111,23,2120,47
1,4407,FLOOD,32.5,58.9,7,644,8,36,13.2,43.9,30,121,32,11028,148
10,4888,FIRE,133.2,78.6,1,1154,5,29,13.9,36.2,45,913,33,12320,147
3,3491,FLOOD,44.2,11.1,3,211,9,17,23.3,38.2,60,251,27,8758,115
6,1877,LANDSLIDE,103.7,58.9,7,419,9,4,46.4,18.2,30,293,31,4752,77
6,2178,CYCLONE,52.4,12.8,9,411,4,33,32.8,13.4,45,363,41,5505,84
1,267,OTHER,283.4,25.4,6,28,8,22,74.1,43.6,15,22,9,678,28
2,1156,EARTHQUAKE,46.2,71.3,8,123,9,40,76.7,36.8,60,92,16,2910,58
10,705,LANDSLIDE,131.5,77.4,4,69,5,42,64.3,37.4,60,186,23,1862,33
3,261,EARTHQUAKE,260.3,55.5,7,48,2,31,35.7,1.6,15,31,18,682,23
2,4980,LANDSLIDE,288.7,82.7,5,576,4,3,39.0,49.7,30,251,46,12470,156
6,4477,CYCLONE,248.9,26.7,4,520,4,20,1.7,43.0,15,732,53,11252,140
9,576,OTHER,261.8,44.1,9,61,2,28,34.9,9.4,45,93,28,1530,36
5,2954,FIRE,78.6,5.3,9,271,9,24,69.0,24.3,30,291,30,7435,111
8,4535,FLOOD,4.7,68.6,6,445,10,8,15.1,23.4,45,818,45,11418,152
9,3172,CYCLONE,170.4,42.6,10,493,3,49,69.2,4.0,45,775,67,8020,114
8,4751,OTHER,39.9,47.9,5,1035,3,17,38.0,2.8,15,643,35,11958,149
10,4437,OTHER,289.1,71.0,3,459,4,36,65.0,30.0,30,752,35,11192,137
9,1938,EARTHQUAKE,170.4,10.3,2,478,9,32,3.5,46.1,30,464,26,4935,68
10,1731,EARTHQUAKE,155.1,51.5,1,332,9,14,17.2,6.9,15,465,21,4428,60
1,1526,EARTHQUAKE,52.7,0.2,2,287,7,30,43.7,6.6,15,59,14,3825,55
9,4899,OTHER,260.4,92.0,8,945,2,1,55.0,41.1,30,745,48,12338,158
6,3153,FLOOD,86.6,91.7,4,723,5,21,65.2,32.4,15,431,31,7942,103
10,4190,FLOOD,235.9,27.6,9,747,4,21,31.3,43.5,45,921,63,10575,142
2,295,FLOOD,59.6,77.3,1,41,7,12,0.8,41.1,45,38,4,758,17
6,4829,LANDSLIDE,131.3,7.5,1,1113,1,28,43.6,44.9,60,680,40,12132,141
7,2210,FLOOD,22.1,90.5,7,515,5,6,71.0,35.5,30,356,31,5595,82
5,22,LANDSLIDE,162.5,10.1,10,4,10,18,77.4,24.0,15,32,22,105,31
6,4611,EARTHQUAKE,129.0,54.8,5,741,7,35,72.7,28.7,60,718,50,11588,149
3,3191,CYCLONE,137.7,1.5,4,504,9,36,52.2,32.1,15,284,35,8008,108
8,4344,OTHER,198.1,48.5,10,280,1,24,80.4,22.0,45,584,46,10940,145
8,645,CYCLONE,136.3,37.7,10,62,1,6,13.7,44.2,45,145,42,1692,39
8,4286,CYCLONE,167.7,87.3,7,226,2,36,85.6,38.3,45,930,62,10795,138
3,606,LANDSLIDE,108.4,51.0,2,86,8,19,70.8,33.9,30,70,9,1545,29
8,2441,LANDSLIDE,180.6,78.4,2,386,9,10,28.4,30.8,60,488,28,6182,83
3,3579,FIRE,53.1,14.1,8,418,10,5,45.2,40.7,45,220,27,8978,128
6,2192,EARTHQUAKE,31.6,55.4,5,273,1,21,43.8,25.8,15,337,29,5540,74
10,1169,EARTHQUAKE,253.4,36.7,1,224,1,47,5.5,32.0,30,299,20,3022,36
6,3368,FIRE,285.2,45.9,4,725,5,31,99.2,25.7,45,385,31,8480,109
5,51,FLOOD,26.7,52.0,9,4,5,46,45.5,5.4,60,23,16,178,24
2,3200,CYCLONE,277.3,79.5,6,163,2,4,78.7,47.2,15,186,39,8020,105
2,961,CYCLONE,111.5,0.1,3,210,2,43,9.1,10.1,15,58,14,2422,35
1,2981,EARTHQUAKE,284.1,86.2,8,180,10,9,20.4,2.6,15,113,34,7462,111
7,4873,FIRE,204.1,0.5,8,493,2,33,57.6,16.3,45,630,47,12252,157
5,1869,OTHER,42.3,56.7,8,247,9,37,21.7,43.0,45,178,20,4722,78
3,4885,FIRE,83.7,47.2,2,648,2,40,79.4,26.2,30,277,30,12242,146
8,1666,FIRE,243.3,8.3,2,95,6,3,15.8,39.0,60,258,19,4245,58
4,1510,FLOOD,140.5,29.7,6,207,9,49,88.2,12.9,30,157,21,3815,64
7,4351,FLOOD,121.7,27.3,9,596,7,29,19.8,27.8,45,680,52,10948,149
5,4449,CYCLONE,58.6,30.4,3,505,4,25,92.2,40.1,45,609,43,11172,137
7,1139,CYCLONE,14.2,33.4,8,242,5,46,5.5,18.6,45,232,32,2918,54
6,665,FIRE,288.3,15.9,10,57,1,39,3.9,46.9,45,77,27,1722,40
2,358,LANDSLIDE,188.7,30.9,1,65,10,7,89.0,5.9,15,48,8,915,22
2,3800,CYCLONE,282.4,9.5,1,298,5,46,94.3,34.4,15,220,40,9520,116
3,1387,OTHER,7.1,71.7,6,324,6,18,70.0,5.1,30,86,12,3498,58
1,687,OTHER,40.6,43.8,6,142,10,23,87.3,3.9,30,34,6,1728,42
7,425,FLOOD,95.9,33.7,3,98,6,42,68.8,29.8,60,83,12,1132,24
10,2793,FLOOD,131.4,4.4,8,195,8,46,19.5,7.3,15,626,48,7082,104
6,4842,OTHER,109.8,2.8,4,887,2,4,1.5,20.2,30,488,32,12165,148
5,109,EARTHQUAKE,207.0,57.9,1,11,3,3,87.9,22.0,45,28,9,322,8
2,599,CYCLONE,90.0,61.3,2,144,6,40,61.9,9.5,45,58,9,1518,27
6,2005,FIRE,205.8,34.0,1,245,2,3,6.4,48.2,15,227,17,5072,61
1,3268,CYCLONE,128.5,91.4,9,201,9,25,71.9,24.4,15,126,34,8180,120
4,3933,CYCLONE,80.1,68.0,4,717,10,19,31.0,35.2,45,459,40,9872,130
4,178,FLOOD,117.8,45.8,3,20,1,14,16.5,18.0,15,22,8,485,12
2,4050,EARTHQUAKE,295.6,31.3,3,930,3,19,11.0,27.3,30,215,41,10145,125
10,510,OTHER,56.0,94.7,3,47,4,20,33.4,5.7,15,99,11,1375,25
1,4690,FLOOD,192.9,89.2,1,568,1,41,76.5,27.5,60,112,36,11735,137
9,2084,EARTHQUAKE,4.2,88.6,2,141,7,29,22.4,7.7,15,499,23,5300,71
5,2750,LANDSLIDE,100.2,87.6,10,443,9,29,32.7,28.7,30,354,40,6925,108
2,1410,CYCLONE,221.1,77.1,5,117,1,15,95.3,12.8,30,87,22,3545,51
1,1168,LANDSLIDE,111.0,52.1,2,118,8,2,69.6,7.2,60,55,12,2930,45
2,754,FIRE,252.6,22.6,9,38,4,28,70.2,9.2,30,38,15,1905,44
2,2898,CYCLONE,235.7,52.2,8,563,6,37,9.9,6.2,15,179,37,7265,105
9,3586,EARTHQUAKE,160.7,33.2,9,237,10,21,57.1,23.7,60,840,62,9055,130
3,781,LANDSLIDE,166.8,4.4,1,156,6,16,48.1,38.5,30,72,11,1982,30
2,4495,LANDSLIDE,182.6,15.5,10,655,3,33,28.0,48.1,45,220,44,11258,151
1,796,CYCLONE,41.4,72.2,8,65,1,12,55.3,31.1,30,32,11,2000,40
4,1118,OTHER,283.7,5.9,2,117,8,18,65.7,36.8,15,91,13,2835,44
2,3462,FIRE,173.2,71.1,1,639,1,9,4.1,11.2,15,134,23,8675,102
5,1232,EARTHQUAKE,255.7,13.1,8,184,3,45,87.6,12.9,30,164,32,3130,54
1,1080,CYCLONE,28.1,33.5,1,141,7,13,0.8,49.2,15,55,10,2710,40
6,4883,EARTHQUAKE,280.5,44.0,8,591,10,7,61.3,12.0,15,767,63,12268,166
1,1336,CYCLONE,26.9,68.3,2,192,7,39,4.6,47.3,30,65,12,3350,49
2,248,FIRE,74.4,96.5,9,53,2,40,39.0,8.9,15,21,8,640,27
4,980,LANDSLIDE,146.1,50.1,6,128,6,27,84.2,45.5,60,113,19,2490,46
1,3148,EARTHQUAKE,210.1,93.0,2,516,7,24,36.5,15.9,45,109,31,7880,101
5,2471,OTHER,10.9,96.5,7,607,5,39,77.1,36.1,60,222,21,6228,90
6,79,FIRE,194.2,37.7,8,6,3,25,13.9,44.2,15,18,18,258,21
2,2430,EARTHQUAKE,76.7,78.6,3,568,6,42,55.7,16.7,30,147,23,6095,81
2,4226,CYCLONE,190.9,95.5,9,832,10,44,62.0,37.3,60,268,47,10585,149
3,1976,OTHER,93.3,82.1,2,358,10,44,38.3,11.8,45,124,13,4970,70
4,1107,OTHER,289.7,98.9,8,271,3,24,66.8,18.9,30,86,19,2808,51
4,2021,FIRE,284.8,94.9,1,428,4,5,8.3,41.9,60,164,18,5092,64
7,239,FIRE,294.0,26.7,8,49,7,45,56.6,14.2,45,48,23,668,30
8,3298,CYCLONE,213.6,72.1,5,640,6,13,36.4,12.8,45,730,49,8325,110
10,3878,FIRE,117.9,93.1,10,796,7,5,43.4,45.4,30,733,51,9795,138
2,1460,FIRE,85.7,2.2,1,240,10,20,51.1,40.9,30,76,10,3670,54
7,4891,EARTHQUAKE,96.9,94.0,10,617,5,29,18.6,42.8,30,880,66,12298,165
1,3722,FIRE,41.0,36.8,10,921,5,12,38.8,46.7,45,82,24,9315,131
1,2179,OTHER,163.3,19.5,3,519,2,20,77.8,44.4,30,42,15,5458,70
1,3719,CYCLONE,123.8,65.8,8,354,1,2,53.6,34.6,15,109,37,9308,123
8,4358,FIRE,275.9,14.2,2,287,9,29,9.7,46.7,45,660,34,10975,138
6,1291,EARTHQUAKE,108.8,96.9,5,255,3,28,89.0,25.8,60,212,24,3288,50
5,2197,OTHER,195.1,67.9,1,159,4,42,96.5,43.6,15,196,16,5542,69
9,3376,FIRE,262.6,82.0,4,779,8,29,13.6,22.1,45,581,34,8530,112
7,1552,EARTHQUAKE,140.4,11.1,1,278,1,49,63.1,18.5,30,276,18,3950,47
8,4409,FLOOD,7.4,93.6,6,792,1,3,3.0,8.4,30,775,44,11102,139
3,548,FIRE,55.9,46.3,4,40,1,39,30.5,48.4,15,36,8,1400,25
4,3270,CYCLONE,241.8,69.4,8,813,1,13,12.6,19.5,45,359,47,8215,110
6,1272,CYCLONE,232.7,17.6,1,216,3,37,72.8,42.9,30,215,20,3240,41
6,1057,OTHER,112.1,61.5,4,245,3,11,15.5,35.0,60,116,14,2702,41
4,1567,CYCLONE,181.0,17.4,5,192,8,45,69.5,44.8,30,195,26,3958,63
6,1857,EARTHQUAKE,68.0,42.7,9,222,1,31,40.0,45.5,60,286,36,4702,72
1,4199,EARTHQUAKE,116.7,49.8,2,851,3,13,38.4,5.8,60,119,36,10508,127
2,1287,LANDSLIDE,29.9,64.5,9,121,9,44,56.2,48.1,15,91,16,3238,64
8,3571,OTHER,228.6,53.4,5,735,8,13,32.8,37.9,30,496,32,9008,120
3,1728,EARTHQUAKE,294.6,98.2,3,415,9,2,63.7,38.0,45,166,25,4350,64
5,1271,FIRE,168.1,67.0,10,102,3,12,73.6,18.3,15,128,24,3228,59
7,1509,CYCLONE,297.9,33.8,6,273,7,16,83.4,32.1,60,308,38,3842,62
4,556,OTHER,34.4,5.5,7,103,8,18,10.9,12.6,60,53,10,1430,38
6,1886,CYCLONE,284.9,77.2,9,216,1,43,7.6,39.0,30,313,46,4775,73
7,479,CYCLONE,235.4,66.4,4,78,8,43,36.9,4.1,45,122,23,1268,30
8,378,FIRE,95.5,56.9,3,89,2,24,9.1,48.9,45,64,11,1025,19
2,644,CYCLONE,229.9,67.3,6,87,1,37,93.4,5.5,60,45,17,1630,31
10,1742,CYCLONE,96.3,54.7,6,367,1,31,80.4,40.7,15,474,41,4455,63
5,1392,LANDSLIDE,292.9,66.7,2,242,8,7,14.0,33.4,30,191,21,3530,52
5,610,EARTHQUAKE,171.5,75.2,7,141,10,26,46.5,28.8,60,114,23,1575,41
7,307,CYCLONE,286.5,47.5,2,25,8,31,23.5,40.1,30,88,17,838,21
3,3596,OTHER,116.8,76.5,8,869,10,34,53.7,24.3,60,205,26,9020,129
6,1953,OTHER,280.8,94.1,10,449,5,13,12.0,5.5,60,212,30,4942,81
6,2539,EARTHQUAKE,9.3,51.2,10,450,3,15,12.9,3.2,15,395,42,6408,96
10,577,FIRE,252.6,77.5,8,122,5,19,56.5,23.3,45,122,31,1542,37
8,66,OTHER,15.0,14.0,9,9,5,20,54.7,38.4,60,20,19,245,25
7,2449,CYCLONE,134.3,45.0,5,555,2,27,81.7,19.9,45,468,38,6192,82
7,286,FIRE,257.4,3.3,7,28,6,45,22.4,10.8,60,50,21,785,28
5,4638,LANDSLIDE,184.9,96.3,8,305,10,42,36.1,28.9,60,578,52,11645,159
4,2640,EARTHQUAKE,14.9,37.1,8,511,3,24,35.3,8.9,30,277,32,6640,94
8,3397,OTHER,61.9,30.0,2,749,10,19,91.7,31.4,45,475,22,8572,111
10,3233,FIRE,276.8,41.4,7,322,6,49,26.5,45.2,45,609,43,8182,112
4,2528,OTHER,77.2,7.3,5,435,7,37,92.8,29.9,30,183,19,6360,89
5,2269,CYCLONE,135.3,22.6,5,511,5,2,52.8,34.1,30,321,32,5722,80
3,1849,FLOOD,178.0,50.1,3,316,8,47,93.6,49.4,45,145,20,4652,67
2,2051,EARTHQUAKE,31.1,0.8,10,285,1,45,17.7,43.2,15,106,24,5148,80
8,2687,FIRE,269.8,51.9,4,288,7,24,34.0,40.2,30,413,30,6798,92
3,315,EARTHQUAKE,3.0,30.2,10,43,5,25,92.9,8.3,30,42,14,818,34
10,457,FLOOD,42.4,73.7,6,32,2,14,73.5,23.6,60,111,24,1242,27
6,4341,OTHER,178.5,19.0,10,509,8,1,55.8,22.1,15,451,40,10912,152
10,1799,FLOOD,78.3,36.0,5,158,6,26,39.1,5.1,30,409,30,4598,67
9,4521,FIRE,14.4,20.5,3,398,7,11,93.3,37.3,15,763,33,11392,142
4,1606,FIRE,137.3,18.3,7,147,2,2,30.5,33.5,60,124,20,4055,62
9,3256,CYCLONE,249.4,3.3,6,625,3,37,86.1,19.7,15,791,56,8230,108
3,744,OTHER,198.8,48.7,5,46,5,13,99.4,15.8,45,50,11,1890,36
1,1281,EARTHQUAKE,161.0,79.1,6,306,3,11,81.6,30.9,45,49,17,3212,52
7,3211,FIRE,54.4,75.2,3,288,3,34,99.4,31.6,30,424,25,8098,101
1,1126,FLOOD,40.3,40.1,2,104,1,15,2.7,10.7,60,30,9,2825,37
8,3622,FLOOD,220.2,12.3,7,748,6,1,44.0,21.9,60,644,47,9135,123
10,2855,FIRE,74.7,74.8,3,301,6,14,6.1,47.1,30,542,26,7238,94
4,4775,CYCLONE,230.9,81.6,3,463,4,18,71.8,47.6,30,531,50,11978,146
1,1050,CYCLONE,88.8,6.8,10,222,1,6,45.7,9.0,30,32,15,2635,51
3,2407,FLOOD,264.3,5.8,7,561,5,43,88.4,23.7,15,170,29,6048,88
8,4066,FIRE,247.5,41.4,10,843,10,12,92.6,3.5,45,621,50,10245,146
9,1872,CYCLONE,261.7,44.1,8,329,6,33,87.3,4.1,30,473,52,4770,75
6,4915,FLOOD,240.8,58.5,6,624,9,19,71.4,45.8,30,667,50,12348,161
4,3986,EARTHQUAKE,188.2,45.1,2,832,2,9,8.9,49.0,15,409,39,10005,120
9,3761,CYCLONE,12.6,69.7,9,500,10,4,67.1,44.7,15,942,63,9492,135
8,415,LANDSLIDE,87.4,3.6,4,70,6,7,59.0,31.4,45,95,17,1118,26
6,1469,CYCLONE,95.5,88.6,2,218,3,12,14.6,25.1,60,254,20,3732,49
5,2056,EARTHQUAKE,167.3,18.2,1,251,5,10,14.9,19.4,60,274,22,5190,66
6,2145,CYCLONE,263.7,38.3,4,497,1,45,54.2,10.6,45,350,35,5422,70
5,2484,LANDSLIDE,263.2,83.4,5,373,9,32,51.1,29.4,45,323,34,6260,90
1,2229,LANDSLIDE,6.2,16.6,6,385,7,50,51.0,18.1,45,73,18,5582,83
4,3681,LANDSLIDE,77.2,70.2,3,476,4,11,94.8,30.3,45,361,32,9242,115
7,1920,FIRE,55.5,92.1,8,218,3,11,91.2,28.8,15,260,27,4870,74
7,669,LANDSLIDE,104.8,8.4,10,51,6,37,72.7,8.7,45,127,32,1742,45
2,594,FIRE,277.2,95.5,7,55,3,38,32.1,38.1,60,35,13,1505,34
4,3580,EARTHQUAKE,139.0,72.0,3,641,3,40,72.4,33.5,30,374,36,8990,111
1,3544,LANDSLIDE,22.8,66.3,10,541,9,22,10.2,11.0,15,114,29,8870,130
4,4419,FLOOD,13.1,57.4,4,843,3,5,82.0,5.1,30,396,34,11088,137
2,1426,FLOOD,111.6,29.6,2,274,9,10,87.0,27.6,60,88,13,3585,54
7,2450,FLOOD,31.2,58.3,9,282,9,35,6.3,16.2,45,400,37,6195,97
3,17,FLOOD,238.4,17.8,9,3,8,29,64.0,24.5,45,23,15,72,26
9,2691,OTHER,287.9,63.8,5,643,7,48,31.4,37.5,60,422,30,6818,94
3,1793,FIRE,197.6,11.2,3,345,7,10,18.3,10.5,15,115,17,4512,64
5,533,FLOOD,85.3,61.2,9,49,2,19,73.4,46.9,15,68,20,1382,35
2,3868,CYCLONE,134.0,82.5,7,648,10,40,28.1,34.8,15,247,41,9690,135
3,4218,OTHER,59.7,73.5,1,258,7,28,41.3,37.1,30,230,23,10575,130
1,521,FLOOD,104.4,19.7,3,82,4,35,39.9,43.8,15,23,7,1312,25
6,390,FIRE,242.9,27.0,9,89,9,46,0.7,18.4,30,65,22,1035,38
7,1410,OTHER,233.5,76.7,1,87,7,35,69.9,9.0,60,184,13,3595,49
7,2009,EARTHQUAKE,53.2,55.6,4,454,9,40,89.3,34.0,30,384,27,5092,74
4,3972,LANDSLIDE,270.0,8.3,6,703,9,49,82.8,20.7,60,397,44,9970,134
8,868,EARTHQUAKE,130.2,30.5,2,43,2,13,15.9,25.8,30,183,16,2250,31
4,1858,OTHER,182.6,9.9,9,408,4,23,89.8,23.6,15,133,22,4685,75
9,3916,FIRE,212.5,76.4,1,513,8,32,38.9,32.9,60,669,29,9880,122
6,4777,EARTHQUAKE,1.9,89.9,9,738,5,16,77.1,31.4,60,741,56,12002,159
10,3652,LANDSLIDE,35.0,91.8,2,439,10,27,58.2,27.1,30,889,34,9230,118
9,2458,FIRE,198.2,17.8,1,609,3,45,39.4,19.1,60,413,20,6235,75
9,3159,EARTHQUAKE,183.5,35.4,2,245,8,14,31.2,25.9,30,738,36,7988,102
6,2681,EARTHQUAKE,180.7,67.1,1,543,5,9,58.1,30.8,60,424,28,6762,84
5,3902,EARTHQUAKE,229.4,41.2,10,966,5,5,76.6,29.1,60,507,55,9805,136
8,186,CYCLONE,1.2,78.2,8,20,8,17,56.1,34.6,45,74,27,545,29
7,2269,FLOOD,286.1,19.4,10,477,5,8,41.4,12.9,60,359,45,5742,90
9,2822,EARTHQUAKE,119.6,58.2,9,201,7,19,77.8,27.2,45,662,55,7145,106
5,2598,FLOOD,237.7,16.7,9,548,1,21,96.5,6.8,15,285,38,6545,93
3,3274,EARTHQUAKE,288.4,3.9,7,353,10,4,2.3,27.7,45,276,41,8215,118
9,2079,FIRE,156.0,77.0,1,335,9,37,55.8,43.9,15,368,17,5288,70
6,3962,FIRE,200.0,54.1,4,688,8,17,83.4,37.4,15,457,33,9965,129
9,2857,LANDSLIDE,295.3,23.7,3,671,8,24,91.6,3.3,30,625,38,7232,96
1,2835,OTHER,117.1,67.9,2,477,10,23,64.7,1.8,45,72,17,7098,95
7,2408,FLOOD,167.4,76.7,4,517,9,43,84.5,49.5,60,395,29,6090,86
8,4675,FLOOD,150.8,48.0,1,844,9,31,16.6,44.0,15,838,37,11768,145
1,935,OTHER,225.0,42.8,2,55,5,19,30.7,48.5,30,28,10,2348,36
10,4886,FLOOD,118.0,27.4,6,1177,9,26,81.9,19.3,45,1084,54,12315,161
1,3105,EARTHQUAKE,236.2,12.6,6,720,10,39,43.9,24.4,45,109,33,7772,111
7,1470,EARTHQUAKE,281.7,18.1,10,75,4,14,93.2,32.7,45,271,46,3745,66
8,250,FIRE,149.7,48.0,7,27,5,44,78.7,19.2,30,51,20,705,26
10,3590,FIRE,51.2,84.8,4,563,6,1,49.2,5.0,30,678,32,9075,117
5,2738,OTHER,104.3,10.2,10,167,4,26,13.2,10.1,15,237,28,6895,102
2,3879,EARTHQUAKE,276.9,64.0,8,577,7,50,27.4,32.5,30,221,43,9718,134
10,2848,CYCLONE,96.3,67.5,9,327,3,38,67.0,9.3,45,776,62,7220,102
3,2571,FLOOD,121.8,97.7,6,380,10,6,45.1,3.7,15,202,26,6458,95
9,396,FIRE,92.6,9.3,8,55,5,31,23.4,18.9,30,77,24,1080,32
6,1166,FIRE,131.5,52.9,5,84,8,8,36.0,15.7,60,150,18,2975,51
4,2139,FIRE,254.2,60.3,1,249,8,33,53.7,11.9,15,179,18,5388,71
